id,bibliographicCitation,occurrenceID,organismQuantity,organismQuantityType,eventDate,locality,minimumDepthInMeters,maximumDepthInMeters,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,footprintWKT,scientificNameID,scientificName,taxonRank
WA_seagrass_Leschenault_2009_sites.197-halophila,,WA_seagrass_Leschenault_2009_sites.197-halophila,10,percent coverage,2/04/2009,Leschenault,1,1,-33.24789503,115.693485,200,POINT (115.693485 -33.24789503137018),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.198-ruppia,,WA_seagrass_Leschenault_2009_sites.198-ruppia,5,percent coverage,2/04/2009,Leschenault,0,0,-33.24797403,115.69416,200,POINT (115.69415999999998 -33.2479740313703),urn:lsid:marinespecies.org:taxname:234030,Ruppia sp.,genus
WA_seagrass_Leschenault_2009_sites.198-halophila,,WA_seagrass_Leschenault_2009_sites.198-halophila,10,percent coverage,2/04/2009,Leschenault,0,0,-33.24797403,115.69416,200,POINT (115.69415999999998 -33.2479740313703),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.200-halophila,,WA_seagrass_Leschenault_2009_sites.200-halophila,5,percent coverage,2/04/2009,Leschenault,1,1,-33.29110503,115.684948,200,POINT (115.684948 -33.29110503143319),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.201-halophila,,WA_seagrass_Leschenault_2009_sites.201-halophila,5,percent coverage,2/04/2009,Leschenault,0,0,-33.29073203,115.68548,200,POINT (115.68548 -33.29073203143267),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.204-halophila,,WA_seagrass_Leschenault_2009_sites.204-halophila,50,percent coverage,2/04/2009,Leschenault,1,1,-33.29691203,115.684861,200,POINT (115.684861 -33.296912031441686),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.204-heterozost,,WA_seagrass_Leschenault_2009_sites.204-heterozost,5,percent coverage,2/04/2009,Leschenault,1,1,-33.29691203,115.684861,200,POINT (115.684861 -33.296912031441686),urn:lsid:marinespecies.org:taxname:374710,Heterozostera sp.,Species
WA_seagrass_Leschenault_2009_sites.205-halophila,,WA_seagrass_Leschenault_2009_sites.205-halophila,50,percent coverage,2/04/2009,Leschenault,0,0,-33.29608203,115.685689,200,POINT (115.685689 -33.29608203144042),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.205-heterozost,,WA_seagrass_Leschenault_2009_sites.205-heterozost,5,percent coverage,2/04/2009,Leschenault,0,0,-33.29608203,115.685689,200,POINT (115.685689 -33.29608203144042),urn:lsid:marinespecies.org:taxname:374710,Heterozostera sp.,Species
WA_seagrass_Leschenault_2009_sites.206-halophila,,WA_seagrass_Leschenault_2009_sites.206-halophila,5,percent coverage,2/04/2009,Leschenault,1,1,-33.29406603,115.684388,200,POINT (115.68438800000003 -33.29406603143752),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.207-halophila,,WA_seagrass_Leschenault_2009_sites.207-halophila,5,percent coverage,2/04/2009,Leschenault,0,0,-33.29364703,115.684813,200,POINT (115.684813 -33.293647031436905),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.208-halophila,,WA_seagrass_Leschenault_2009_sites.208-halophila,75,percent coverage,2/04/2009,Leschenault,1,1,-33.30500403,115.682494,200,POINT (115.682494 -33.30500403145348),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.209-halophila,,WA_seagrass_Leschenault_2009_sites.209-halophila,75,percent coverage,2/04/2009,Leschenault,1,1,-33.30213303,115.683053,200,POINT (115.68305300000002 -33.302133031449245),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.210-halophila,,WA_seagrass_Leschenault_2009_sites.210-halophila,75,percent coverage,2/04/2009,Leschenault,0,0,-33.30212703,115.68417,200,POINT (115.68416999999998 -33.30212703144924),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.211-halophila,,WA_seagrass_Leschenault_2009_sites.211-halophila,5,percent coverage,2/04/2009,Leschenault,1,1,-33.30518403,115.685027,200,POINT (115.68502700000002 -33.305184031453685),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.212-halophila,,WA_seagrass_Leschenault_2009_sites.212-halophila,5,percent coverage,2/04/2009,Leschenault,0,0,-33.30525203,115.685401,200,POINT (115.68540100000004 -33.30525203145382),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.213-halophila,,WA_seagrass_Leschenault_2009_sites.213-halophila,50,percent coverage,2/04/2009,Leschenault,0,0,-33.30693503,115.680886,200,POINT (115.68088600000003 -33.30693503145628),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.213-heterozost,,WA_seagrass_Leschenault_2009_sites.213-heterozost,10,percent coverage,2/04/2009,Leschenault,0,0,-33.30693503,115.680886,200,POINT (115.68088600000003 -33.30693503145628),urn:lsid:marinespecies.org:taxname:374710,Heterozostera sp.,Species
WA_seagrass_Leschenault_2009_sites.214-halophila,,WA_seagrass_Leschenault_2009_sites.214-halophila,50,percent coverage,2/04/2009,Leschenault,0,0,-33.30708903,115.681765,200,POINT (115.68176500000001 -33.307089031456485),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.214-heterozost,,WA_seagrass_Leschenault_2009_sites.214-heterozost,10,percent coverage,2/04/2009,Leschenault,0,0,-33.30708903,115.681765,200,POINT (115.68176500000001 -33.307089031456485),urn:lsid:marinespecies.org:taxname:374710,Heterozostera sp.,Species
WA_seagrass_Leschenault_2009_sites.215-halophila,,WA_seagrass_Leschenault_2009_sites.215-halophila,5,percent coverage,2/04/2009,Leschenault,1,1,-33.30330703,115.679792,200,POINT (115.67979200000002 -33.30330703145092),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.215-heterozost,,WA_seagrass_Leschenault_2009_sites.215-heterozost,5,percent coverage,2/04/2009,Leschenault,1,1,-33.30330703,115.679792,200,POINT (115.67979200000002 -33.30330703145092),urn:lsid:marinespecies.org:taxname:374710,Heterozostera sp.,Species
WA_seagrass_Leschenault_2009_sites.216-halophila,,WA_seagrass_Leschenault_2009_sites.216-halophila,5,percent coverage,2/04/2009,Leschenault,0,0,-33.30295703,115.680839,200,POINT (115.68083900000002 -33.30295703145046),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.216-heterozost,,WA_seagrass_Leschenault_2009_sites.216-heterozost,5,percent coverage,2/04/2009,Leschenault,0,0,-33.30295703,115.680839,200,POINT (115.68083900000002 -33.30295703145046),urn:lsid:marinespecies.org:taxname:374710,Heterozostera sp.,Species
WA_seagrass_Leschenault_2009_sites.217-halophila,,WA_seagrass_Leschenault_2009_sites.217-halophila,75,percent coverage,2/04/2009,Leschenault,1,1,-33.30955503,115.68132,200,POINT (115.68132000000001 -33.30955503146007),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.217-heterozost,,WA_seagrass_Leschenault_2009_sites.217-heterozost,5,percent coverage,2/04/2009,Leschenault,1,1,-33.30955503,115.68132,200,POINT (115.68132000000001 -33.30955503146007),urn:lsid:marinespecies.org:taxname:374710,Heterozostera sp.,Species
WA_seagrass_Leschenault_2009_sites.218-halophila,,WA_seagrass_Leschenault_2009_sites.218-halophila,75,percent coverage,2/04/2009,Leschenault,1,1,-33.30816603,115.681308,200,POINT (115.68130800000002 -33.30816603145799),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.218-heterozost,,WA_seagrass_Leschenault_2009_sites.218-heterozost,5,percent coverage,2/04/2009,Leschenault,1,1,-33.30816603,115.681308,200,POINT (115.68130800000002 -33.30816603145799),urn:lsid:marinespecies.org:taxname:374710,Heterozostera sp.,Species
WA_seagrass_Leschenault_2009_sites.219-halophila,,WA_seagrass_Leschenault_2009_sites.219-halophila,75,percent coverage,2/04/2009,Leschenault,0,0,-33.30812903,115.682007,200,POINT (115.682007 -33.30812903145799),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.219-heterozost,,WA_seagrass_Leschenault_2009_sites.219-heterozost,5,percent coverage,2/04/2009,Leschenault,0,0,-33.30812903,115.682007,200,POINT (115.682007 -33.30812903145799),urn:lsid:marinespecies.org:taxname:374710,Heterozostera sp.,Species
WA_seagrass_Leschenault_2009_sites.220-halophila,,WA_seagrass_Leschenault_2009_sites.220-halophila,75,percent coverage,2/04/2009,Leschenault,1,1,-33.30979703,115.68282,200,POINT (115.68282000000004 -33.30979703146042),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.220-heterozost,,WA_seagrass_Leschenault_2009_sites.220-heterozost,5,percent coverage,2/04/2009,Leschenault,1,1,-33.30979703,115.68282,200,POINT (115.68282000000004 -33.30979703146042),urn:lsid:marinespecies.org:taxname:374710,Heterozostera sp.,Species
WA_seagrass_Leschenault_2009_sites.221-halophila,,WA_seagrass_Leschenault_2009_sites.221-halophila,75,percent coverage,2/04/2009,Leschenault,0,0,-33.30980303,115.683378,200,POINT (115.68337800000002 -33.309803031460426),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.221-heterozost,,WA_seagrass_Leschenault_2009_sites.221-heterozost,5,percent coverage,2/04/2009,Leschenault,0,0,-33.30980303,115.683378,200,POINT (115.68337800000002 -33.309803031460426),urn:lsid:marinespecies.org:taxname:374710,Heterozostera sp.,Species
WA_seagrass_Leschenault_2009_sites.222-halophila,,WA_seagrass_Leschenault_2009_sites.222-halophila,75,percent coverage,2/04/2009,Leschenault,1,1,-33.31094503,115.681342,200,POINT (115.681342 -33.310945031462104),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.222-heterozost,,WA_seagrass_Leschenault_2009_sites.222-heterozost,5,percent coverage,2/04/2009,Leschenault,1,1,-33.31094503,115.681342,200,POINT (115.681342 -33.310945031462104),urn:lsid:marinespecies.org:taxname:374710,Heterozostera sp.,Species
WA_seagrass_Leschenault_2009_sites.223-halophila,,WA_seagrass_Leschenault_2009_sites.223-halophila,75,percent coverage,2/04/2009,Leschenault,0,0,-33.31094503,115.682265,200,POINT (115.682265 -33.310945031462104),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.223-heterozost,,WA_seagrass_Leschenault_2009_sites.223-heterozost,5,percent coverage,2/04/2009,Leschenault,0,0,-33.31094503,115.682265,200,POINT (115.682265 -33.310945031462104),urn:lsid:marinespecies.org:taxname:374710,Heterozostera sp.,Species
WA_seagrass_Leschenault_2009_sites.224-heterozost,,WA_seagrass_Leschenault_2009_sites.224-heterozost,20,percent coverage,2/04/2009,Leschenault,1,1,-33.30924603,115.680175,200,POINT (115.68017500000002 -33.30924603145963),urn:lsid:marinespecies.org:taxname:374710,Heterozostera sp.,Species
WA_seagrass_Leschenault_2009_sites.1-ruppia,,WA_seagrass_Leschenault_2009_sites.1-ruppia,80,percent coverage,5/04/2009,Leschenault,1,1,-33.28592803,115.708145,200,POINT (115.70814499999999 -33.285928031425655),urn:lsid:marinespecies.org:taxname:234030,Ruppia sp.,genus
WA_seagrass_Leschenault_2009_sites.2-ruppia,,WA_seagrass_Leschenault_2009_sites.2-ruppia,5,percent coverage,5/04/2009,Leschenault,2,2,-33.28589103,115.708962,200,POINT (115.708962 -33.285891031425614),urn:lsid:marinespecies.org:taxname:234030,Ruppia sp.,genus
WA_seagrass_Leschenault_2009_sites.2-halophila,,WA_seagrass_Leschenault_2009_sites.2-halophila,20,percent coverage,5/04/2009,Leschenault,2,2,-33.28589103,115.708962,200,POINT (115.708962 -33.285891031425614),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.3-ruppia,,WA_seagrass_Leschenault_2009_sites.3-ruppia,5,percent coverage,,Leschenault,0,0,-33.28595303,115.708832,200,POINT (115.70883200000002 -33.28595303142567),urn:lsid:marinespecies.org:taxname:234030,Ruppia sp.,genus
WA_seagrass_Leschenault_2009_sites.3-halophila,,WA_seagrass_Leschenault_2009_sites.3-halophila,20,percent coverage,,Leschenault,0,0,-33.28595303,115.708832,200,POINT (115.70883200000002 -33.28595303142567),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.4-ruppia,,WA_seagrass_Leschenault_2009_sites.4-ruppia,80,percent coverage,5/04/2009,Leschenault,1,1,-33.28305103,115.708188,200,POINT (115.70818800000004 -33.283051031421444),urn:lsid:marinespecies.org:taxname:234030,Ruppia sp.,genus
WA_seagrass_Leschenault_2009_sites.5-ruppia,,WA_seagrass_Leschenault_2009_sites.5-ruppia,80,percent coverage,,Leschenault,0,0,-33.28316503,115.707864,200,POINT (115.70786400000003 -33.283165031421596),urn:lsid:marinespecies.org:taxname:234030,Ruppia sp.,genus
WA_seagrass_Leschenault_2009_sites.6-ruppia,,WA_seagrass_Leschenault_2009_sites.6-ruppia,80,percent coverage,5/04/2009,Leschenault,1,1,-33.28841403,115.707862,200,POINT (115.70786200000003 -33.28841403142929),urn:lsid:marinespecies.org:taxname:234030,Ruppia sp.,genus
WA_seagrass_Leschenault_2009_sites.6-halophila,,WA_seagrass_Leschenault_2009_sites.6-halophila,10,percent coverage,5/04/2009,Leschenault,1,1,-33.28841403,115.707862,200,POINT (115.70786200000003 -33.28841403142929),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.7-ruppia,,WA_seagrass_Leschenault_2009_sites.7-ruppia,80,percent coverage,,Leschenault,0,0,-33.28848203,115.70741,200,POINT (115.70741000000002 -33.28848203142935),urn:lsid:marinespecies.org:taxname:234030,Ruppia sp.,genus
WA_seagrass_Leschenault_2009_sites.7-halophila,,WA_seagrass_Leschenault_2009_sites.7-halophila,10,percent coverage,,Leschenault,0,0,-33.28848203,115.70741,200,POINT (115.70741000000002 -33.28848203142935),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.10-ruppia,,WA_seagrass_Leschenault_2009_sites.10-ruppia,100,percent coverage,29/03/2009,Leschenault,1,1,-33.27471803,115.709116,200,POINT (115.709116 -33.27471803140929),urn:lsid:marinespecies.org:taxname:234030,Ruppia sp.,genus
WA_seagrass_Leschenault_2009_sites.11-ruppia,,WA_seagrass_Leschenault_2009_sites.11-ruppia,100,percent coverage,29/03/2009,Leschenault,1,1,-33.27156503,115.70854,200,POINT (115.70854000000001 -33.271565031404684),urn:lsid:marinespecies.org:taxname:234030,Ruppia sp.,genus
WA_seagrass_Leschenault_2009_sites.11-halophila,,WA_seagrass_Leschenault_2009_sites.11-halophila,5,percent coverage,29/03/2009,Leschenault,1,1,-33.27156503,115.70854,200,POINT (115.70854000000001 -33.271565031404684),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.12-ruppia,,WA_seagrass_Leschenault_2009_sites.12-ruppia,100,percent coverage,,Leschenault,0,0,-33.27142403,115.708864,200,POINT (115.70886400000002 -33.271424031404514),urn:lsid:marinespecies.org:taxname:234030,Ruppia sp.,genus
WA_seagrass_Leschenault_2009_sites.12-halophila,,WA_seagrass_Leschenault_2009_sites.12-halophila,5,percent coverage,,Leschenault,0,0,-33.27142403,115.708864,200,POINT (115.70886400000002 -33.271424031404514),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.13-ruppia,,WA_seagrass_Leschenault_2009_sites.13-ruppia,100,percent coverage,29/03/2009,Leschenault,1,1,-33.27487903,115.712399,200,POINT (115.71239899999999 -33.274879031409554),urn:lsid:marinespecies.org:taxname:234030,Ruppia sp.,genus
WA_seagrass_Leschenault_2009_sites.14-ruppia,,WA_seagrass_Leschenault_2009_sites.14-ruppia,100,percent coverage,,Leschenault,0,0,-33.27461203,115.712757,200,POINT (115.71275700000001 -33.274612031409156),urn:lsid:marinespecies.org:taxname:234030,Ruppia sp.,genus
WA_seagrass_Leschenault_2009_sites.15-ruppia,,WA_seagrass_Leschenault_2009_sites.15-ruppia,80,percent coverage,29/03/2009,Leschenault,1,1,-33.27673903,115.70914,200,POINT (115.70914000000003 -33.276739031412234),urn:lsid:marinespecies.org:taxname:234030,Ruppia sp.,genus
WA_seagrass_Leschenault_2009_sites.16-ruppia,,WA_seagrass_Leschenault_2009_sites.16-ruppia,80,percent coverage,,Leschenault,0,0,-33.27676203,115.709601,200,POINT (115.709601 -33.27676203141229),urn:lsid:marinespecies.org:taxname:234030,Ruppia sp.,genus
WA_seagrass_Leschenault_2009_sites.17-ruppia,,WA_seagrass_Leschenault_2009_sites.17-ruppia,10,percent coverage,29/03/2009,Leschenault,1,1,-33.27414003,115.705581,200,POINT (115.70558099999998 -33.274140031408464),urn:lsid:marinespecies.org:taxname:234030,Ruppia sp.,genus
WA_seagrass_Leschenault_2009_sites.17-halophila,,WA_seagrass_Leschenault_2009_sites.17-halophila,30,percent coverage,29/03/2009,Leschenault,1,1,-33.27414003,115.705581,200,POINT (115.70558099999998 -33.274140031408464),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.18-ruppia,,WA_seagrass_Leschenault_2009_sites.18-ruppia,10,percent coverage,,Leschenault,0,0,-33.27410803,115.705904,200,POINT (115.705904 -33.27410803140844),urn:lsid:marinespecies.org:taxname:234030,Ruppia sp.,genus
WA_seagrass_Leschenault_2009_sites.18-halophila,,WA_seagrass_Leschenault_2009_sites.18-halophila,30,percent coverage,,Leschenault,0,0,-33.27410803,115.705904,200,POINT (115.705904 -33.27410803140844),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.20-halophila,,WA_seagrass_Leschenault_2009_sites.20-halophila,60,percent coverage,29/03/2009,Leschenault,2,2,-33.26139603,115.70899,200,POINT (115.70899 -33.26139603138988),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.21-halophila,,WA_seagrass_Leschenault_2009_sites.21-halophila,60,percent coverage,,Leschenault,0,0,-33.26104303,115.708909,200,POINT (115.70890900000002 -33.26104303138935),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.22-ruppia,,WA_seagrass_Leschenault_2009_sites.22-ruppia,75,percent coverage,29/03/2009,Leschenault,1,1,-33.26512503,115.71301,200,POINT (115.71301000000003 -33.26512503139531),urn:lsid:marinespecies.org:taxname:234030,Ruppia sp.,genus
WA_seagrass_Leschenault_2009_sites.23-ruppia,,WA_seagrass_Leschenault_2009_sites.23-ruppia,75,percent coverage,,Leschenault,0,0,-33.26529903,115.71313,200,POINT (115.71313 -33.265299031395585),urn:lsid:marinespecies.org:taxname:234030,Ruppia sp.,genus
WA_seagrass_Leschenault_2009_sites.28-halophila,,WA_seagrass_Leschenault_2009_sites.28-halophila,5,percent coverage,29/03/2009,Leschenault,2,2,-33.25677703,115.70894,200,POINT (115.70894000000001 -33.25677703138315),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.29-halophila,,WA_seagrass_Leschenault_2009_sites.29-halophila,5,percent coverage,29/03/2009,Leschenault,2,2,-33.25329503,115.70883,200,POINT (115.70883000000003 -33.253295031378045),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.30-halophila,,WA_seagrass_Leschenault_2009_sites.30-halophila,5,percent coverage,,Leschenault,0,0,-33.25314803,115.708574,200,POINT (115.70857400000003 -33.25314803137787),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.31-ruppia,,WA_seagrass_Leschenault_2009_sites.31-ruppia,75,percent coverage,29/03/2009,Leschenault,1,1,-33.25259803,115.711245,200,POINT (115.71124500000005 -33.25259803137704),urn:lsid:marinespecies.org:taxname:234030,Ruppia sp.,genus
WA_seagrass_Leschenault_2009_sites.32-ruppia,,WA_seagrass_Leschenault_2009_sites.32-ruppia,75,percent coverage,,Leschenault,0,0,-33.25259803,115.711245,200,POINT (115.71124500000005 -33.25259803137704),urn:lsid:marinespecies.org:taxname:234030,Ruppia sp.,genus
WA_seagrass_Leschenault_2009_sites.33-halophila,,WA_seagrass_Leschenault_2009_sites.33-halophila,15,percent coverage,29/03/2009,Leschenault,2,2,-33.25423603,115.709127,200,POINT (115.70912699999998 -33.25423603137942),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.34-halophila,,WA_seagrass_Leschenault_2009_sites.34-halophila,15,percent coverage,,Leschenault,0,0,-33.25390003,115.70895,200,POINT (115.70895 -33.25390003137893),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.35-halophila,,WA_seagrass_Leschenault_2009_sites.35-halophila,15,percent coverage,29/03/2009,Leschenault,1,1,-33.25635803,115.705081,200,POINT (115.70508100000005 -33.25635803138254),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.36-halophila,,WA_seagrass_Leschenault_2009_sites.36-halophila,15,percent coverage,,Leschenault,0,0,-33.25582303,115.704735,200,POINT (115.704735 -33.25582303138177),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.37-halophila,,WA_seagrass_Leschenault_2009_sites.37-halophila,10,percent coverage,29/03/2009,Leschenault,2,2,-33.24776703,115.708911,200,POINT (115.70891100000003 -33.24776703137002),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.38-ruppia,,WA_seagrass_Leschenault_2009_sites.38-ruppia,5,percent coverage,29/03/2009,Leschenault,1,1,-33.24469103,115.708881,200,POINT (115.708881 -33.24469103136553),urn:lsid:marinespecies.org:taxname:234030,Ruppia sp.,genus
WA_seagrass_Leschenault_2009_sites.38-halophila,,WA_seagrass_Leschenault_2009_sites.38-halophila,30,percent coverage,29/03/2009,Leschenault,1,1,-33.24469103,115.708881,200,POINT (115.708881 -33.24469103136553),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.39-ruppia,,WA_seagrass_Leschenault_2009_sites.39-ruppia,5,percent coverage,,Leschenault,0,0,-33.24407803,115.70888,200,POINT (115.70888 -33.24407803136463),urn:lsid:marinespecies.org:taxname:234030,Ruppia sp.,genus
WA_seagrass_Leschenault_2009_sites.39-halophila,,WA_seagrass_Leschenault_2009_sites.39-halophila,30,percent coverage,,Leschenault,0,0,-33.24407803,115.70888,200,POINT (115.70888 -33.24407803136463),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.40-ruppia,,WA_seagrass_Leschenault_2009_sites.40-ruppia,75,percent coverage,29/03/2009,Leschenault,2,2,-33.24730203,115.711934,200,POINT (115.71193399999999 -33.24730203136928),urn:lsid:marinespecies.org:taxname:234030,Ruppia sp.,genus
WA_seagrass_Leschenault_2009_sites.40-halophila,,WA_seagrass_Leschenault_2009_sites.40-halophila,10,percent coverage,29/03/2009,Leschenault,2,2,-33.24730203,115.711934,200,POINT (115.71193399999999 -33.24730203136928),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.41-ruppia,,WA_seagrass_Leschenault_2009_sites.41-ruppia,75,percent coverage,,Leschenault,0,0,-33.24732903,115.711011,200,POINT (115.711011 -33.247329031369375),urn:lsid:marinespecies.org:taxname:234030,Ruppia sp.,genus
WA_seagrass_Leschenault_2009_sites.41-halophila,,WA_seagrass_Leschenault_2009_sites.41-halophila,10,percent coverage,,Leschenault,0,0,-33.24732903,115.711011,200,POINT (115.711011 -33.247329031369375),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.42-halophila,,WA_seagrass_Leschenault_2009_sites.42-halophila,5,percent coverage,29/03/2009,Leschenault,2,2,-33.25059503,115.708558,200,POINT (115.708558 -33.25059503137411),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.43-halophila,,WA_seagrass_Leschenault_2009_sites.43-halophila,5,percent coverage,,Leschenault,0,0,-33.25027303,115.707951,200,POINT (115.707951 -33.25027303137367),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.44-halophila,,WA_seagrass_Leschenault_2009_sites.44-halophila,5,percent coverage,29/03/2009,Leschenault,2,2,-33.24705903,115.704124,200,POINT (115.704124 -33.247059031368956),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.45-halophila,,WA_seagrass_Leschenault_2009_sites.45-halophila,5,percent coverage,,Leschenault,0,0,-33.24678503,115.703806,200,POINT (115.70380600000001 -33.24678503136857),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.46-ruppia,,WA_seagrass_Leschenault_2009_sites.46-ruppia,50,percent coverage,5/04/2009,Leschenault,1,1,-33.23903003,115.709179,200,POINT (115.70917900000002 -33.23903003135725),urn:lsid:marinespecies.org:taxname:234030,Ruppia sp.,genus
WA_seagrass_Leschenault_2009_sites.47-ruppia,,WA_seagrass_Leschenault_2009_sites.47-ruppia,10,percent coverage,5/04/2009,Leschenault,1,1,-33.23576503,115.708283,200,POINT (115.70828300000004 -33.235765031352436),urn:lsid:marinespecies.org:taxname:234030,Ruppia sp.,genus
WA_seagrass_Leschenault_2009_sites.47-halophila,,WA_seagrass_Leschenault_2009_sites.47-halophila,10,percent coverage,5/04/2009,Leschenault,1,1,-33.23576503,115.708283,200,POINT (115.70828300000004 -33.235765031352436),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.48-ruppia,,WA_seagrass_Leschenault_2009_sites.48-ruppia,10,percent coverage,,Leschenault,0,0,-33.23572203,115.708509,200,POINT (115.708509 -33.235722031352395),urn:lsid:marinespecies.org:taxname:234030,Ruppia sp.,genus
WA_seagrass_Leschenault_2009_sites.48-halophila,,WA_seagrass_Leschenault_2009_sites.48-halophila,10,percent coverage,,Leschenault,0,0,-33.23572203,115.708509,200,POINT (115.708509 -33.235722031352395),urn:lsid:marinespecies.org:taxname:468368,Halophila sp.,genus
WA_seagrass_Leschenault_2009_sites.49-ruppia,,WA_seagrass_Leschenault_2009_sites.49-ruppia,10,percent coverage,5/04/2009,Leschenault,0,0,-33.23791403,115.710269,200,POINT (115.710269 -33.237914031355594),urn:lsid:marinespecies.org:taxname:234030,Ruppia sp.,genus
