FID,LONGITUDE_bin,LONGITUDE_bound_min,LONGITUDE_bound_max,LATITUDE_bin,LATITUDE_bound_min,LATITUDE_bound_max,TIME_bin,TIME_bound_min,TIME_bound_max,DEPTH_bin,DEPTH_bound_min,DEPTH_bound_max,TEMP_n,TEMP_min,TEMP_max,TEMP_mean,TEMP_stddev,PSAL_n,PSAL_min,PSAL_max,PSAL_mean,PSAL_stddev,geom_bin
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ed8,115,114.875,115.125,-31.75,-31.875,-31.625,1995-01-15T00:00:00Z,1995-01-01T00:00:00Z,1995-02-01T00:00:00Z,0,-5,5,1,22.465,22.465,22.465,,0,,,,,"POLYGON ((115.125 -31.625, 115.125 -31.875, 114.875 -31.875, 114.875 -31.625, 115.125 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ed7,114.5,114.375,114.625,-33.75,-33.875,-33.625,1995-02-15T00:00:00Z,1995-02-01T00:00:00Z,1995-03-01T00:00:00Z,0,-5,5,1,22.515,22.515,22.515,,0,,,,,"POLYGON ((114.625 -33.625, 114.625 -33.875, 114.375 -33.875, 114.375 -33.625, 114.625 -33.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ed6,114.75,114.625,114.875,-33.75,-33.875,-33.625,1995-02-15T00:00:00Z,1995-02-01T00:00:00Z,1995-03-01T00:00:00Z,0,-5,5,2,22.135,22.195,22.165,0.0424,0,,,,,"POLYGON ((114.875 -33.625, 114.875 -33.875, 114.625 -33.875, 114.625 -33.625, 114.875 -33.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ed5,115,114.875,115.125,-32.25,-32.375,-32.125,1995-02-15T00:00:00Z,1995-02-01T00:00:00Z,1995-03-01T00:00:00Z,0,-5,5,2,20.905,21.945,21.425,0.7354,0,,,,,"POLYGON ((115.125 -32.125, 115.125 -32.375, 114.875 -32.375, 114.875 -32.125, 115.125 -32.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ed4,115.25,115.125,115.375,-32.25,-32.375,-32.125,1995-02-15T00:00:00Z,1995-02-01T00:00:00Z,1995-03-01T00:00:00Z,0,-5,5,3,21.165,22.035,21.469,0.4906,0,,,,,"POLYGON ((115.375 -32.125, 115.375 -32.375, 115.125 -32.375, 115.125 -32.125, 115.375 -32.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ed3,115,114.875,115.125,-32,-32.125,-31.875,1995-02-15T00:00:00Z,1995-02-01T00:00:00Z,1995-03-01T00:00:00Z,0,-5,5,2,21.425,22.175,21.8,0.5303,0,,,,,"POLYGON ((115.125 -31.875, 115.125 -32.125, 114.875 -32.125, 114.875 -31.875, 115.125 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ed2,115.25,115.125,115.375,-32,-32.125,-31.875,1995-02-15T00:00:00Z,1995-02-01T00:00:00Z,1995-03-01T00:00:00Z,0,-5,5,7,21.275,23.045,22.1536,0.7072,0,,,,,"POLYGON ((115.375 -31.875, 115.375 -32.125, 115.125 -32.125, 115.125 -31.875, 115.375 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ed1,115.75,115.625,115.875,-32,-32.125,-31.875,1995-02-15T00:00:00Z,1995-02-01T00:00:00Z,1995-03-01T00:00:00Z,0,-5,5,1,22.485,22.485,22.485,,0,,,,,"POLYGON ((115.875 -31.875, 115.875 -32.125, 115.625 -32.125, 115.625 -31.875, 115.875 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ed0,115,114.875,115.125,-31.75,-31.875,-31.625,1995-02-15T00:00:00Z,1995-02-01T00:00:00Z,1995-03-01T00:00:00Z,0,-5,5,4,21.975,23.645,22.625,0.7489,0,,,,,"POLYGON ((115.125 -31.625, 115.125 -31.875, 114.875 -31.875, 114.875 -31.625, 115.125 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ecf,115.25,115.125,115.375,-31.75,-31.875,-31.625,1995-02-15T00:00:00Z,1995-02-01T00:00:00Z,1995-03-01T00:00:00Z,0,-5,5,3,21.385,22.465,21.9463,0.5413,0,,,,,"POLYGON ((115.375 -31.625, 115.375 -31.875, 115.125 -31.875, 115.125 -31.625, 115.375 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ece,115,114.875,115.125,-31.75,-31.875,-31.625,1995-03-15T00:00:00Z,1995-03-01T00:00:00Z,1995-04-01T00:00:00Z,0,-5,5,1,22.179,22.179,22.179,,0,,,,,"POLYGON ((115.125 -31.625, 115.125 -31.875, 114.875 -31.875, 114.875 -31.625, 115.125 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ecd,114.75,114.625,114.875,-32.75,-32.875,-32.625,1995-04-15T00:00:00Z,1995-04-01T00:00:00Z,1995-05-01T00:00:00Z,0,-5,5,2,24.07,24.1711,24.1206,0.0715,2,35.7448,35.7531,35.749,0.0059,"POLYGON ((114.875 -32.625, 114.875 -32.875, 114.625 -32.875, 114.625 -32.625, 114.875 -32.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ecc,115.25,115.125,115.375,-32,-32.125,-31.875,1995-04-15T00:00:00Z,1995-04-01T00:00:00Z,1995-05-01T00:00:00Z,0,-5,5,3,22.065,23.655,23.0283,0.8468,0,,,,,"POLYGON ((115.375 -31.875, 115.375 -32.125, 115.125 -32.125, 115.125 -31.875, 115.375 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ecb,115.5,115.375,115.625,-32,-32.125,-31.875,1995-04-15T00:00:00Z,1995-04-01T00:00:00Z,1995-05-01T00:00:00Z,0,-5,5,1,22.605,22.605,22.605,,0,,,,,"POLYGON ((115.625 -31.875, 115.625 -32.125, 115.375 -32.125, 115.375 -31.875, 115.625 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2eca,115,114.875,115.125,-31.75,-31.875,-31.625,1995-04-15T00:00:00Z,1995-04-01T00:00:00Z,1995-05-01T00:00:00Z,0,-5,5,3,22.765,24.035,23.3217,0.6493,0,,,,,"POLYGON ((115.125 -31.625, 115.125 -31.875, 114.875 -31.875, 114.875 -31.625, 115.125 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ec9,115,114.875,115.125,-31.75,-31.875,-31.625,1995-05-15T00:00:00Z,1995-05-01T00:00:00Z,1995-06-01T00:00:00Z,0,-5,5,1,22.455,22.455,22.455,,0,,,,,"POLYGON ((115.125 -31.625, 115.125 -31.875, 114.875 -31.875, 114.875 -31.625, 115.125 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ec8,114.75,114.625,114.875,-33,-33.125,-32.875,1995-06-15T00:00:00Z,1995-06-01T00:00:00Z,1995-07-01T00:00:00Z,0,-5,5,1,21.255,21.255,21.255,,0,,,,,"POLYGON ((114.875 -32.875, 114.875 -33.125, 114.625 -33.125, 114.625 -32.875, 114.875 -32.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ec7,115,114.875,115.125,-33,-33.125,-32.875,1995-06-15T00:00:00Z,1995-06-01T00:00:00Z,1995-07-01T00:00:00Z,0,-5,5,1,20.455,20.455,20.455,,0,,,,,"POLYGON ((115.125 -32.875, 115.125 -33.125, 114.875 -33.125, 114.875 -32.875, 115.125 -32.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ec6,115.5,115.375,115.625,-32,-32.125,-31.875,1995-06-15T00:00:00Z,1995-06-01T00:00:00Z,1995-07-01T00:00:00Z,0,-5,5,1,19.607,19.607,19.607,,0,,,,,"POLYGON ((115.625 -31.875, 115.625 -32.125, 115.375 -32.125, 115.375 -31.875, 115.625 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ec5,114.5,114.375,114.625,-33.5,-33.625,-33.375,1995-07-15T00:00:00Z,1995-07-01T00:00:00Z,1995-08-01T00:00:00Z,0,-5,5,2,18.7,19.3,19,0.4243,0,,,,,"POLYGON ((114.625 -33.375, 114.625 -33.625, 114.375 -33.625, 114.375 -33.375, 114.625 -33.375))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ec4,114.75,114.625,114.875,-33.5,-33.625,-33.375,1995-07-15T00:00:00Z,1995-07-01T00:00:00Z,1995-08-01T00:00:00Z,0,-5,5,2,19.141,19.352,19.2465,0.1492,2,35.74,35.744,35.742,0.0028,"POLYGON ((114.875 -33.375, 114.875 -33.625, 114.625 -33.625, 114.625 -33.375, 114.875 -33.375))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ec3,115.25,115.125,115.375,-32.5,-32.625,-32.375,1995-08-15T00:00:00Z,1995-08-01T00:00:00Z,1995-09-01T00:00:00Z,0,-5,5,1,19.505,19.505,19.505,,0,,,,,"POLYGON ((115.375 -32.375, 115.375 -32.625, 115.125 -32.625, 115.125 -32.375, 115.375 -32.375))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ec2,115.25,115.125,115.375,-32.25,-32.375,-32.125,1995-08-15T00:00:00Z,1995-08-01T00:00:00Z,1995-09-01T00:00:00Z,0,-5,5,1,20.095,20.095,20.095,,0,,,,,"POLYGON ((115.375 -32.125, 115.375 -32.375, 115.125 -32.375, 115.125 -32.125, 115.375 -32.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ec1,115,114.875,115.125,-32,-32.125,-31.875,1995-08-15T00:00:00Z,1995-08-01T00:00:00Z,1995-09-01T00:00:00Z,0,-5,5,1,18.655,18.655,18.655,,0,,,,,"POLYGON ((115.125 -31.875, 115.125 -32.125, 114.875 -32.125, 114.875 -31.875, 115.125 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ec0,115.25,115.125,115.375,-32,-32.125,-31.875,1995-08-15T00:00:00Z,1995-08-01T00:00:00Z,1995-09-01T00:00:00Z,0,-5,5,2,19.395,20.035,19.715,0.4525,0,,,,,"POLYGON ((115.375 -31.875, 115.375 -32.125, 115.125 -32.125, 115.125 -31.875, 115.375 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ebf,115.5,115.375,115.625,-32,-32.125,-31.875,1995-08-15T00:00:00Z,1995-08-01T00:00:00Z,1995-09-01T00:00:00Z,0,-5,5,1,18.055,18.055,18.055,,0,,,,,"POLYGON ((115.625 -31.875, 115.625 -32.125, 115.375 -32.125, 115.375 -31.875, 115.625 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ebe,115,114.875,115.125,-31.75,-31.875,-31.625,1995-08-15T00:00:00Z,1995-08-01T00:00:00Z,1995-09-01T00:00:00Z,0,-5,5,2,19.297,19.329,19.313,0.0226,0,,,,,"POLYGON ((115.125 -31.625, 115.125 -31.875, 114.875 -31.875, 114.875 -31.625, 115.125 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ebd,114.5,114.375,114.625,-33.5,-33.625,-33.375,1995-09-15T00:00:00Z,1995-09-01T00:00:00Z,1995-10-01T00:00:00Z,0,-5,5,1,18.675,18.675,18.675,,0,,,,,"POLYGON ((114.625 -33.375, 114.625 -33.625, 114.375 -33.625, 114.375 -33.375, 114.625 -33.375))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ebc,114.5,114.375,114.625,-33.25,-33.375,-33.125,1995-09-15T00:00:00Z,1995-09-01T00:00:00Z,1995-10-01T00:00:00Z,0,-5,5,1,18.665,18.665,18.665,,0,,,,,"POLYGON ((114.625 -33.125, 114.625 -33.375, 114.375 -33.375, 114.375 -33.125, 114.625 -33.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ebb,115.25,115.125,115.375,-32,-32.125,-31.875,1995-09-15T00:00:00Z,1995-09-01T00:00:00Z,1995-10-01T00:00:00Z,0,-5,5,1,19.6,19.6,19.6,,0,,,,,"POLYGON ((115.375 -31.875, 115.375 -32.125, 115.125 -32.125, 115.125 -31.875, 115.375 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2eba,115,114.875,115.125,-31.75,-31.875,-31.625,1995-09-15T00:00:00Z,1995-09-01T00:00:00Z,1995-10-01T00:00:00Z,0,-5,5,1,19.8,19.8,19.8,,0,,,,,"POLYGON ((115.125 -31.625, 115.125 -31.875, 114.875 -31.875, 114.875 -31.625, 115.125 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2eb9,115.25,115.125,115.375,-31.75,-31.875,-31.625,1995-09-15T00:00:00Z,1995-09-01T00:00:00Z,1995-10-01T00:00:00Z,0,-5,5,1,19.7,19.7,19.7,,0,,,,,"POLYGON ((115.375 -31.625, 115.375 -31.875, 115.125 -31.875, 115.125 -31.625, 115.375 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2eb8,115,114.875,115.125,-31.75,-31.875,-31.625,1995-10-15T00:00:00Z,1995-10-01T00:00:00Z,1995-11-01T00:00:00Z,0,-5,5,1,19.098,19.098,19.098,,0,,,,,"POLYGON ((115.125 -31.625, 115.125 -31.875, 114.875 -31.875, 114.875 -31.625, 115.125 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2eb7,115.5,115.375,115.625,-32,-32.125,-31.875,1995-11-15T00:00:00Z,1995-11-01T00:00:00Z,1995-12-01T00:00:00Z,0,-5,5,1,20.065,20.065,20.065,,0,,,,,"POLYGON ((115.625 -31.875, 115.625 -32.125, 115.375 -32.125, 115.375 -31.875, 115.625 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2eb6,115.25,115.125,115.375,-32,-32.125,-31.875,1995-12-15T00:00:00Z,1995-12-01T00:00:00Z,1996-01-01T00:00:00Z,0,-5,5,1,19.692,19.692,19.692,,0,,,,,"POLYGON ((115.375 -31.875, 115.375 -32.125, 115.125 -32.125, 115.125 -31.875, 115.375 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2eb5,115.75,115.625,115.875,-32,-32.125,-31.875,1995-12-15T00:00:00Z,1995-12-01T00:00:00Z,1996-01-01T00:00:00Z,0,-5,5,1,20.07,20.07,20.07,,0,,,,,"POLYGON ((115.875 -31.875, 115.875 -32.125, 115.625 -32.125, 115.625 -31.875, 115.875 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2eb4,115,114.875,115.125,-31.75,-31.875,-31.625,1995-12-15T00:00:00Z,1995-12-01T00:00:00Z,1996-01-01T00:00:00Z,0,-5,5,2,20.166,20.273,20.2195,0.0757,0,,,,,"POLYGON ((115.125 -31.625, 115.125 -31.875, 114.875 -31.875, 114.875 -31.625, 115.125 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2eb3,115.25,115.125,115.375,-31.75,-31.875,-31.625,1995-12-15T00:00:00Z,1995-12-01T00:00:00Z,1996-01-01T00:00:00Z,0,-5,5,2,19.922,20.085,20.0035,0.1153,0,,,,,"POLYGON ((115.375 -31.625, 115.375 -31.875, 115.125 -31.875, 115.125 -31.625, 115.375 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2eb2,115,114.875,115.125,-32.25,-32.375,-32.125,1996-01-15T00:00:00Z,1996-01-01T00:00:00Z,1996-02-01T00:00:00Z,0,-5,5,1,21.792,21.792,21.792,,0,,,,,"POLYGON ((115.125 -32.125, 115.125 -32.375, 114.875 -32.375, 114.875 -32.125, 115.125 -32.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2eb1,115,114.875,115.125,-31.75,-31.875,-31.625,1996-01-15T00:00:00Z,1996-01-01T00:00:00Z,1996-02-01T00:00:00Z,0,-5,5,5,21.408,22.189,21.9102,0.3039,4,35.775,35.842,35.8,0.0291,"POLYGON ((115.125 -31.625, 115.125 -31.875, 114.875 -31.875, 114.875 -31.625, 115.125 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2eb0,115.5,115.375,115.625,-31.75,-31.875,-31.625,1996-01-15T00:00:00Z,1996-01-01T00:00:00Z,1996-02-01T00:00:00Z,0,-5,5,1,21.097,21.097,21.097,,1,35.888,35.888,35.888,,"POLYGON ((115.625 -31.625, 115.625 -31.875, 115.375 -31.875, 115.375 -31.625, 115.625 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2eaf,115,114.875,115.125,-32.25,-32.375,-32.125,1996-02-15T00:00:00Z,1996-02-01T00:00:00Z,1996-03-01T00:00:00Z,0,-5,5,1,23.102,23.102,23.102,,0,,,,,"POLYGON ((115.125 -32.125, 115.125 -32.375, 114.875 -32.375, 114.875 -32.125, 115.125 -32.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2eae,115.25,115.125,115.375,-32.25,-32.375,-32.125,1996-02-15T00:00:00Z,1996-02-01T00:00:00Z,1996-03-01T00:00:00Z,0,-5,5,1,23.672,23.672,23.672,,0,,,,,"POLYGON ((115.375 -32.125, 115.375 -32.375, 115.125 -32.375, 115.125 -32.125, 115.375 -32.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ead,115.25,115.125,115.375,-32,-32.125,-31.875,1996-02-15T00:00:00Z,1996-02-01T00:00:00Z,1996-03-01T00:00:00Z,0,-5,5,1,23.252,23.252,23.252,,0,,,,,"POLYGON ((115.375 -31.875, 115.375 -32.125, 115.125 -32.125, 115.125 -31.875, 115.375 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2eac,115,114.875,115.125,-31.75,-31.875,-31.625,1996-02-15T00:00:00Z,1996-02-01T00:00:00Z,1996-03-01T00:00:00Z,0,-5,5,6,22.812,24.242,23.58,0.497,0,,,,,"POLYGON ((115.125 -31.625, 115.125 -31.875, 114.875 -31.875, 114.875 -31.625, 115.125 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2eab,115.25,115.125,115.375,-31.75,-31.875,-31.625,1996-02-15T00:00:00Z,1996-02-01T00:00:00Z,1996-03-01T00:00:00Z,0,-5,5,4,23.042,23.402,23.1695,0.159,0,,,,,"POLYGON ((115.375 -31.625, 115.375 -31.875, 115.125 -31.875, 115.125 -31.625, 115.375 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2eaa,115,114.875,115.125,-32.25,-32.375,-32.125,1996-03-15T00:00:00Z,1996-03-01T00:00:00Z,1996-04-01T00:00:00Z,0,-5,5,1,22.742,22.742,22.742,,0,,,,,"POLYGON ((115.125 -32.125, 115.125 -32.375, 114.875 -32.375, 114.875 -32.125, 115.125 -32.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ea9,115.25,115.125,115.375,-32.25,-32.375,-32.125,1996-03-15T00:00:00Z,1996-03-01T00:00:00Z,1996-04-01T00:00:00Z,0,-5,5,2,22.542,22.752,22.647,0.1485,0,,,,,"POLYGON ((115.375 -32.125, 115.375 -32.375, 115.125 -32.375, 115.125 -32.125, 115.375 -32.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ea8,115.25,115.125,115.375,-32,-32.125,-31.875,1996-03-15T00:00:00Z,1996-03-01T00:00:00Z,1996-04-01T00:00:00Z,0,-5,5,3,22.292,23.442,22.7087,0.6371,0,,,,,"POLYGON ((115.375 -31.875, 115.375 -32.125, 115.125 -32.125, 115.125 -31.875, 115.375 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ea7,115.5,115.375,115.625,-32,-32.125,-31.875,1996-03-15T00:00:00Z,1996-03-01T00:00:00Z,1996-04-01T00:00:00Z,0,-5,5,3,21.202,21.792,21.512,0.2961,0,,,,,"POLYGON ((115.625 -31.875, 115.625 -32.125, 115.375 -32.125, 115.375 -31.875, 115.625 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ea6,115,114.875,115.125,-31.75,-31.875,-31.625,1996-03-15T00:00:00Z,1996-03-01T00:00:00Z,1996-04-01T00:00:00Z,0,-5,5,7,22.432,23.422,22.6663,0.3471,1,35.705,35.705,35.705,,"POLYGON ((115.125 -31.625, 115.125 -31.875, 114.875 -31.875, 114.875 -31.625, 115.125 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ea5,115.25,115.125,115.375,-31.75,-31.875,-31.625,1996-03-15T00:00:00Z,1996-03-01T00:00:00Z,1996-04-01T00:00:00Z,0,-5,5,5,22.045,23.152,22.6226,0.4168,1,35.811,35.811,35.811,,"POLYGON ((115.375 -31.625, 115.375 -31.875, 115.125 -31.875, 115.125 -31.625, 115.375 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ea4,115.5,115.375,115.625,-31.75,-31.875,-31.625,1996-03-15T00:00:00Z,1996-03-01T00:00:00Z,1996-04-01T00:00:00Z,0,-5,5,1,21.767,21.767,21.767,,1,35.881,35.881,35.881,,"POLYGON ((115.625 -31.625, 115.625 -31.875, 115.375 -31.875, 115.375 -31.625, 115.625 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ea3,115.5,115.375,115.625,-32.75,-32.875,-32.625,1996-04-15T00:00:00Z,1996-04-01T00:00:00Z,1996-05-01T00:00:00Z,0,-5,5,1,20.642,20.642,20.642,,0,,,,,"POLYGON ((115.625 -32.625, 115.625 -32.875, 115.375 -32.875, 115.375 -32.625, 115.625 -32.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ea2,114.75,114.625,114.875,-32.5,-32.625,-32.375,1996-04-15T00:00:00Z,1996-04-01T00:00:00Z,1996-05-01T00:00:00Z,0,-5,5,1,21.762,21.762,21.762,,0,,,,,"POLYGON ((114.875 -32.375, 114.875 -32.625, 114.625 -32.625, 114.625 -32.375, 114.875 -32.375))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ea1,115,114.875,115.125,-32.5,-32.625,-32.375,1996-04-15T00:00:00Z,1996-04-01T00:00:00Z,1996-05-01T00:00:00Z,0,-5,5,2,22.572,23.142,22.857,0.4031,0,,,,,"POLYGON ((115.125 -32.375, 115.125 -32.625, 114.875 -32.625, 114.875 -32.375, 115.125 -32.375))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2ea0,115,114.875,115.125,-32.25,-32.375,-32.125,1996-04-15T00:00:00Z,1996-04-01T00:00:00Z,1996-05-01T00:00:00Z,0,-5,5,5,22.762,23.312,23.05,0.2559,0,,,,,"POLYGON ((115.125 -32.125, 115.125 -32.375, 114.875 -32.375, 114.875 -32.125, 115.125 -32.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e9f,115.25,115.125,115.375,-32.25,-32.375,-32.125,1996-04-15T00:00:00Z,1996-04-01T00:00:00Z,1996-05-01T00:00:00Z,0,-5,5,1,23.232,23.232,23.232,,0,,,,,"POLYGON ((115.375 -32.125, 115.375 -32.375, 115.125 -32.375, 115.125 -32.125, 115.375 -32.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e9e,115,114.875,115.125,-32,-32.125,-31.875,1996-04-15T00:00:00Z,1996-04-01T00:00:00Z,1996-05-01T00:00:00Z,0,-5,5,1,21.402,21.402,21.402,,0,,,,,"POLYGON ((115.125 -31.875, 115.125 -32.125, 114.875 -32.125, 114.875 -31.875, 115.125 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e9d,115,114.875,115.125,-31.75,-31.875,-31.625,1996-04-15T00:00:00Z,1996-04-01T00:00:00Z,1996-05-01T00:00:00Z,0,-5,5,4,21.9,23.802,22.8065,0.9284,0,,,,,"POLYGON ((115.125 -31.625, 115.125 -31.875, 114.875 -31.875, 114.875 -31.625, 115.125 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e9c,115.25,115.125,115.375,-31.75,-31.875,-31.625,1996-04-15T00:00:00Z,1996-04-01T00:00:00Z,1996-05-01T00:00:00Z,0,-5,5,2,22.282,22.802,22.542,0.3677,0,,,,,"POLYGON ((115.375 -31.625, 115.375 -31.875, 115.125 -31.875, 115.125 -31.625, 115.375 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e9b,114.75,114.625,114.875,-33.25,-33.375,-33.125,1996-06-15T00:00:00Z,1996-06-01T00:00:00Z,1996-07-01T00:00:00Z,0,-5,5,1,21.912,21.912,21.912,,0,,,,,"POLYGON ((114.875 -33.125, 114.875 -33.375, 114.625 -33.375, 114.625 -33.125, 114.875 -33.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e9a,115.25,115.125,115.375,-32,-32.125,-31.875,1996-07-15T00:00:00Z,1996-07-01T00:00:00Z,1996-08-01T00:00:00Z,0,-5,5,1,22.102,22.102,22.102,,0,,,,,"POLYGON ((115.375 -31.875, 115.375 -32.125, 115.125 -32.125, 115.125 -31.875, 115.375 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e99,115,114.875,115.125,-31.75,-31.875,-31.625,1996-09-15T00:00:00Z,1996-09-01T00:00:00Z,1996-10-01T00:00:00Z,0,-5,5,1,17.982,17.982,17.982,,0,,,,,"POLYGON ((115.125 -31.625, 115.125 -31.875, 114.875 -31.875, 114.875 -31.625, 115.125 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e98,115,114.875,115.125,-32.75,-32.875,-32.625,1996-10-15T00:00:00Z,1996-10-01T00:00:00Z,1996-11-01T00:00:00Z,0,-5,5,1,19.792,19.792,19.792,,0,,,,,"POLYGON ((115.125 -32.625, 115.125 -32.875, 114.875 -32.875, 114.875 -32.625, 115.125 -32.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e97,115.25,115.125,115.375,-32,-32.125,-31.875,1996-10-15T00:00:00Z,1996-10-01T00:00:00Z,1996-11-01T00:00:00Z,0,-5,5,2,20.452,20.522,20.487,0.0495,0,,,,,"POLYGON ((115.375 -31.875, 115.375 -32.125, 115.125 -32.125, 115.125 -31.875, 115.375 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e96,115.5,115.375,115.625,-31.75,-31.875,-31.625,1996-10-15T00:00:00Z,1996-10-01T00:00:00Z,1996-11-01T00:00:00Z,0,-5,5,1,18.822,18.822,18.822,,0,,,,,"POLYGON ((115.625 -31.625, 115.625 -31.875, 115.375 -31.875, 115.375 -31.625, 115.625 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e95,115.25,115.125,115.375,-32,-32.125,-31.875,1996-11-15T00:00:00Z,1996-11-01T00:00:00Z,1996-12-01T00:00:00Z,0,-5,5,1,20.152,20.152,20.152,,0,,,,,"POLYGON ((115.375 -31.875, 115.375 -32.125, 115.125 -32.125, 115.125 -31.875, 115.375 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e94,115.5,115.375,115.625,-32,-32.125,-31.875,1996-11-15T00:00:00Z,1996-11-01T00:00:00Z,1996-12-01T00:00:00Z,0,-5,5,2,20.872,21.272,21.072,0.2828,0,,,,,"POLYGON ((115.625 -31.875, 115.625 -32.125, 115.375 -32.125, 115.375 -31.875, 115.625 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2e93,115,114.875,115.125,-31.75,-31.875,-31.625,1996-11-15T00:00:00Z,1996-11-01T00:00:00Z,1996-12-01T00:00:00Z,0,-5,5,1,21.117,21.117,21.117,,0,,,,,"POLYGON ((115.125 -31.625, 115.125 -31.875, 114.875 -31.875, 114.875 -31.625, 115.125 -31.625))"
