FID,LONGITUDE_bin,LONGITUDE_bound_min,LONGITUDE_bound_max,LATITUDE_bin,LATITUDE_bound_min,LATITUDE_bound_max,TIME_bin,TIME_bound_min,TIME_bound_max,DEPTH_bin,DEPTH_bound_min,DEPTH_bound_max,TEMP_n,TEMP_min,TEMP_max,TEMP_mean,TEMP_stddev,PSAL_n,PSAL_min,PSAL_max,PSAL_mean,PSAL_stddev,geom_bin
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29d3,114.75,114.625,114.875,-32.75,-32.875,-32.625,2012-09-15T00:00:00Z,2012-09-01T00:00:00Z,2012-10-01T00:00:00Z,0,-5,5,11,18.8954,18.9775,18.944,0.0273,0,,,,,"POLYGON ((114.875 -32.625, 114.875 -32.875, 114.625 -32.875, 114.625 -32.625, 114.875 -32.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29d2,115,114.875,115.125,-32.75,-32.875,-32.625,2012-09-15T00:00:00Z,2012-09-01T00:00:00Z,2012-10-01T00:00:00Z,0,-5,5,1,18.8,18.8,18.8,,0,,,,,"POLYGON ((115.125 -32.625, 115.125 -32.875, 114.875 -32.875, 114.875 -32.625, 115.125 -32.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29d1,115,114.875,115.125,-32.5,-32.625,-32.375,2012-09-15T00:00:00Z,2012-09-01T00:00:00Z,2012-10-01T00:00:00Z,0,-5,5,16,19.1189,19.4528,19.3154,0.098,16,35.2793,35.3603,35.3102,0.025,"POLYGON ((115.125 -32.375, 115.125 -32.625, 114.875 -32.625, 114.875 -32.375, 115.125 -32.375))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29d0,115.25,115.125,115.375,-32.5,-32.625,-32.375,2012-09-15T00:00:00Z,2012-09-01T00:00:00Z,2012-10-01T00:00:00Z,0,-5,5,6,18.8,19.2243,19.1323,0.1654,5,35.2868,35.2984,35.2952,0.0049,"POLYGON ((115.375 -32.375, 115.375 -32.625, 115.125 -32.625, 115.125 -32.375, 115.375 -32.375))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29cf,115.25,115.125,115.375,-32.25,-32.375,-32.125,2012-09-15T00:00:00Z,2012-09-01T00:00:00Z,2012-10-01T00:00:00Z,0,-5,5,1,18.5,18.5,18.5,,0,,,,,"POLYGON ((115.375 -32.125, 115.375 -32.375, 115.125 -32.375, 115.125 -32.125, 115.375 -32.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29ce,115.75,115.625,115.875,-32.25,-32.375,-32.125,2012-09-15T00:00:00Z,2012-09-01T00:00:00Z,2012-10-01T00:00:00Z,0,-5,5,49,17.1,17.7,17.4224,0.1159,0,,,,,"POLYGON ((115.875 -32.125, 115.875 -32.375, 115.625 -32.375, 115.625 -32.125, 115.875 -32.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29cd,115.25,115.125,115.375,-32,-32.125,-31.875,2012-09-15T00:00:00Z,2012-09-01T00:00:00Z,2012-10-01T00:00:00Z,0,-5,5,1,18.893,18.893,18.893,,0,,,,,"POLYGON ((115.375 -31.875, 115.375 -32.125, 115.125 -32.125, 115.125 -31.875, 115.375 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29cc,115.5,115.375,115.625,-32,-32.125,-31.875,2012-09-15T00:00:00Z,2012-09-01T00:00:00Z,2012-10-01T00:00:00Z,0,-5,5,16,17.5111,18.7759,18.1863,0.4371,16,35.3359,35.3685,35.3511,0.0104,"POLYGON ((115.625 -31.875, 115.625 -32.125, 115.375 -32.125, 115.375 -31.875, 115.625 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29cb,115.75,115.625,115.875,-32,-32.125,-31.875,2012-09-15T00:00:00Z,2012-09-01T00:00:00Z,2012-10-01T00:00:00Z,0,-5,5,10,16.1764,18.2,17.1933,0.5125,8,35.0599,35.3625,35.2883,0.0955,"POLYGON ((115.875 -31.875, 115.875 -32.125, 115.625 -32.125, 115.625 -31.875, 115.875 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29ca,115,114.875,115.125,-31.75,-31.875,-31.625,2012-09-15T00:00:00Z,2012-09-01T00:00:00Z,2012-10-01T00:00:00Z,0,-5,5,3,19.3674,19.3822,19.374,0.0075,3,35.3677,35.3737,35.3713,0.0031,"POLYGON ((115.125 -31.625, 115.125 -31.875, 114.875 -31.875, 114.875 -31.625, 115.125 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29c9,115.25,115.125,115.375,-31.75,-31.875,-31.625,2012-09-15T00:00:00Z,2012-09-01T00:00:00Z,2012-10-01T00:00:00Z,0,-5,5,106,18.5976,19.559,19.1555,0.2185,106,35.2506,35.3846,35.323,0.0298,"POLYGON ((115.375 -31.625, 115.375 -31.875, 115.125 -31.875, 115.125 -31.625, 115.375 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29c8,115.5,115.375,115.625,-31.75,-31.875,-31.625,2012-09-15T00:00:00Z,2012-09-01T00:00:00Z,2012-10-01T00:00:00Z,0,-5,5,46,17.5761,19.1036,18.2278,0.5134,46,35.287,35.3599,35.3066,0.0208,"POLYGON ((115.625 -31.625, 115.625 -31.875, 115.375 -31.875, 115.375 -31.625, 115.625 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29c7,114.5,114.375,114.625,-33.75,-33.875,-33.625,2012-10-15T00:00:00Z,2012-10-01T00:00:00Z,2012-11-01T00:00:00Z,0,-5,5,52,18.7139,18.7876,18.7462,0.0229,0,,,,,"POLYGON ((114.625 -33.625, 114.625 -33.875, 114.375 -33.875, 114.375 -33.625, 114.625 -33.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29c6,114.75,114.625,114.875,-33.75,-33.875,-33.625,2012-10-15T00:00:00Z,2012-10-01T00:00:00Z,2012-11-01T00:00:00Z,0,-5,5,59,18.7576,19.1032,19.0257,0.0839,0,,,,,"POLYGON ((114.875 -33.625, 114.875 -33.875, 114.625 -33.875, 114.625 -33.625, 114.875 -33.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29c5,114.5,114.375,114.625,-33.5,-33.625,-33.375,2012-10-15T00:00:00Z,2012-10-01T00:00:00Z,2012-11-01T00:00:00Z,0,-5,5,43,18.621,18.7373,18.691,0.0426,0,,,,,"POLYGON ((114.625 -33.375, 114.625 -33.625, 114.375 -33.625, 114.375 -33.375, 114.625 -33.375))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29c4,114.75,114.625,114.875,-33.5,-33.625,-33.375,2012-10-15T00:00:00Z,2012-10-01T00:00:00Z,2012-11-01T00:00:00Z,0,-5,5,57,19.051,19.1459,19.1122,0.0309,0,,,,,"POLYGON ((114.875 -33.375, 114.875 -33.625, 114.625 -33.625, 114.625 -33.375, 114.875 -33.375))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29c3,115,114.875,115.125,-33.5,-33.625,-33.375,2012-10-15T00:00:00Z,2012-10-01T00:00:00Z,2012-11-01T00:00:00Z,0,-5,5,1,17.8,17.8,17.8,,0,,,,,"POLYGON ((115.125 -33.375, 115.125 -33.625, 114.875 -33.625, 114.875 -33.375, 115.125 -33.375))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29c2,114.5,114.375,114.625,-33.25,-33.375,-33.125,2012-10-15T00:00:00Z,2012-10-01T00:00:00Z,2012-11-01T00:00:00Z,0,-5,5,53,19.098,19.7281,19.4726,0.2126,0,,,,,"POLYGON ((114.625 -33.125, 114.625 -33.375, 114.375 -33.375, 114.375 -33.125, 114.625 -33.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29c1,114.75,114.625,114.875,-33.25,-33.375,-33.125,2012-10-15T00:00:00Z,2012-10-01T00:00:00Z,2012-11-01T00:00:00Z,0,-5,5,8,19.0987,19.1234,19.1118,0.0087,0,,,,,"POLYGON ((114.875 -33.125, 114.875 -33.375, 114.625 -33.375, 114.625 -33.125, 114.875 -33.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29c0,114.5,114.375,114.625,-33,-33.125,-32.875,2012-10-15T00:00:00Z,2012-10-01T00:00:00Z,2012-11-01T00:00:00Z,0,-5,5,5,19.5216,19.6514,19.5882,0.0516,0,,,,,"POLYGON ((114.625 -32.875, 114.625 -33.125, 114.375 -33.125, 114.375 -32.875, 114.625 -32.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29bf,114.75,114.625,114.875,-32.75,-32.875,-32.625,2012-10-15T00:00:00Z,2012-10-01T00:00:00Z,2012-11-01T00:00:00Z,0,-5,5,1,19.152,19.152,19.152,,0,,,,,"POLYGON ((114.875 -32.625, 114.875 -32.875, 114.625 -32.875, 114.625 -32.625, 114.875 -32.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29be,114.75,114.625,114.875,-32.5,-32.625,-32.375,2012-10-15T00:00:00Z,2012-10-01T00:00:00Z,2012-11-01T00:00:00Z,0,-5,5,1,19.329,19.329,19.329,,0,,,,,"POLYGON ((114.875 -32.375, 114.875 -32.625, 114.625 -32.625, 114.625 -32.375, 114.875 -32.375))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29bd,115,114.875,115.125,-32.25,-32.375,-32.125,2012-10-15T00:00:00Z,2012-10-01T00:00:00Z,2012-11-01T00:00:00Z,0,-5,5,2,19.282,19.478,19.38,0.1386,0,,,,,"POLYGON ((115.125 -32.125, 115.125 -32.375, 114.875 -32.375, 114.875 -32.125, 115.125 -32.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29bc,115.25,115.125,115.375,-32,-32.125,-31.875,2012-10-15T00:00:00Z,2012-10-01T00:00:00Z,2012-11-01T00:00:00Z,0,-5,5,1,19.556,19.556,19.556,,0,,,,,"POLYGON ((115.375 -31.875, 115.375 -32.125, 115.125 -32.125, 115.125 -31.875, 115.375 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29bb,115.5,115.375,115.625,-32,-32.125,-31.875,2012-10-15T00:00:00Z,2012-10-01T00:00:00Z,2012-11-01T00:00:00Z,0,-5,5,543,18.817,20.285,19.4933,0.2738,4,35.3974,35.3985,35.3978,0.0005,"POLYGON ((115.625 -31.875, 115.625 -32.125, 115.375 -32.125, 115.375 -31.875, 115.625 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29ba,115.75,115.625,115.875,-32,-32.125,-31.875,2012-10-15T00:00:00Z,2012-10-01T00:00:00Z,2012-11-01T00:00:00Z,0,-5,5,798,18.9308,20.5272,19.6944,0.3312,0,,,,,"POLYGON ((115.875 -31.875, 115.875 -32.125, 115.625 -32.125, 115.625 -31.875, 115.875 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29b9,115.5,115.375,115.625,-31.75,-31.875,-31.625,2012-10-15T00:00:00Z,2012-10-01T00:00:00Z,2012-11-01T00:00:00Z,0,-5,5,83,19.3927,19.701,19.602,0.0584,0,,,,,"POLYGON ((115.625 -31.625, 115.625 -31.875, 115.375 -31.875, 115.375 -31.625, 115.625 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29b8,115.75,115.625,115.875,-31.75,-31.875,-31.625,2012-10-15T00:00:00Z,2012-10-01T00:00:00Z,2012-11-01T00:00:00Z,0,-5,5,400,19.0085,20.7217,19.7159,0.446,0,,,,,"POLYGON ((115.875 -31.625, 115.875 -31.875, 115.625 -31.875, 115.625 -31.625, 115.875 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29b7,114.5,114.375,114.625,-33.75,-33.875,-33.625,2012-11-15T00:00:00Z,2012-11-01T00:00:00Z,2012-12-01T00:00:00Z,0,-5,5,93,20.107,20.1988,20.1577,0.0209,0,,,,,"POLYGON ((114.625 -33.625, 114.625 -33.875, 114.375 -33.875, 114.375 -33.625, 114.625 -33.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29b6,114.75,114.625,114.875,-33.75,-33.875,-33.625,2012-11-15T00:00:00Z,2012-11-01T00:00:00Z,2012-12-01T00:00:00Z,0,-5,5,30,20.0751,20.2119,20.1696,0.0485,0,,,,,"POLYGON ((114.875 -33.625, 114.875 -33.875, 114.625 -33.875, 114.625 -33.625, 114.875 -33.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29b5,115,114.875,115.125,-33.75,-33.875,-33.625,2012-11-15T00:00:00Z,2012-11-01T00:00:00Z,2012-12-01T00:00:00Z,0,-5,5,2,19,20,19.5,0.7071,0,,,,,"POLYGON ((115.125 -33.625, 115.125 -33.875, 114.875 -33.875, 114.875 -33.625, 115.125 -33.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29b4,114.5,114.375,114.625,-33.5,-33.625,-33.375,2012-11-15T00:00:00Z,2012-11-01T00:00:00Z,2012-12-01T00:00:00Z,0,-5,5,100,19.9858,20.273,20.1381,0.1006,0,,,,,"POLYGON ((114.625 -33.375, 114.625 -33.625, 114.375 -33.625, 114.375 -33.375, 114.625 -33.375))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29b3,115,114.875,115.125,-33.5,-33.625,-33.375,2012-11-15T00:00:00Z,2012-11-01T00:00:00Z,2012-12-01T00:00:00Z,0,-5,5,2,18.8,19.2,19,0.2828,0,,,,,"POLYGON ((115.125 -33.375, 115.125 -33.625, 114.875 -33.625, 114.875 -33.375, 115.125 -33.375))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29b2,115.25,115.125,115.375,-33.25,-33.375,-33.125,2012-11-15T00:00:00Z,2012-11-01T00:00:00Z,2012-12-01T00:00:00Z,0,-5,5,2,18.6,20.2,19.4,1.1314,0,,,,,"POLYGON ((115.375 -33.125, 115.375 -33.375, 115.125 -33.375, 115.125 -33.125, 115.375 -33.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29b1,115.5,115.375,115.625,-33.25,-33.375,-33.125,2012-11-15T00:00:00Z,2012-11-01T00:00:00Z,2012-12-01T00:00:00Z,0,-5,5,73,18.5,19.8,18.6315,0.1855,0,,,,,"POLYGON ((115.625 -33.125, 115.625 -33.375, 115.375 -33.375, 115.375 -33.125, 115.625 -33.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29b0,115.5,115.375,115.625,-33,-33.125,-32.875,2012-11-15T00:00:00Z,2012-11-01T00:00:00Z,2012-12-01T00:00:00Z,0,-5,5,1,19.6,19.6,19.6,,0,,,,,"POLYGON ((115.625 -32.875, 115.625 -33.125, 115.375 -33.125, 115.375 -32.875, 115.625 -32.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29af,115.5,115.375,115.625,-32.75,-32.875,-32.625,2012-11-15T00:00:00Z,2012-11-01T00:00:00Z,2012-12-01T00:00:00Z,0,-5,5,1,19.8,19.8,19.8,,0,,,,,"POLYGON ((115.625 -32.625, 115.625 -32.875, 115.375 -32.875, 115.375 -32.625, 115.625 -32.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29ae,115.25,115.125,115.375,-32.5,-32.625,-32.375,2012-11-15T00:00:00Z,2012-11-01T00:00:00Z,2012-12-01T00:00:00Z,0,-5,5,1,20.1,20.1,20.1,,0,,,,,"POLYGON ((115.375 -32.375, 115.375 -32.625, 115.125 -32.625, 115.125 -32.375, 115.375 -32.375))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29ad,115.5,115.375,115.625,-32.5,-32.625,-32.375,2012-11-15T00:00:00Z,2012-11-01T00:00:00Z,2012-12-01T00:00:00Z,0,-5,5,1,19.9,19.9,19.9,,0,,,,,"POLYGON ((115.625 -32.375, 115.625 -32.625, 115.375 -32.625, 115.375 -32.375, 115.625 -32.375))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29ac,115,114.875,115.125,-32.25,-32.375,-32.125,2012-11-15T00:00:00Z,2012-11-01T00:00:00Z,2012-12-01T00:00:00Z,0,-5,5,1,19.816,19.816,19.816,,0,,,,,"POLYGON ((115.125 -32.125, 115.125 -32.375, 114.875 -32.375, 114.875 -32.125, 115.125 -32.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29ab,115.25,115.125,115.375,-32.25,-32.375,-32.125,2012-11-15T00:00:00Z,2012-11-01T00:00:00Z,2012-12-01T00:00:00Z,0,-5,5,2,19.663,20.3,19.9815,0.4504,0,,,,,"POLYGON ((115.375 -32.125, 115.375 -32.375, 115.125 -32.375, 115.125 -32.125, 115.375 -32.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29aa,115.5,115.375,115.625,-32.25,-32.375,-32.125,2012-11-15T00:00:00Z,2012-11-01T00:00:00Z,2012-12-01T00:00:00Z,0,-5,5,1,19.8,19.8,19.8,,0,,,,,"POLYGON ((115.625 -32.125, 115.625 -32.375, 115.375 -32.375, 115.375 -32.125, 115.625 -32.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29a9,115.25,115.125,115.375,-32,-32.125,-31.875,2012-11-15T00:00:00Z,2012-11-01T00:00:00Z,2012-12-01T00:00:00Z,0,-5,5,1,20.4,20.4,20.4,,0,,,,,"POLYGON ((115.375 -31.875, 115.375 -32.125, 115.125 -32.125, 115.125 -31.875, 115.375 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29a8,115.5,115.375,115.625,-32,-32.125,-31.875,2012-11-15T00:00:00Z,2012-11-01T00:00:00Z,2012-12-01T00:00:00Z,0,-5,5,2635,18.5515,21.327,19.9403,0.5017,3,35.5623,35.5654,35.564,0.0016,"POLYGON ((115.625 -31.875, 115.625 -32.125, 115.375 -32.125, 115.375 -31.875, 115.625 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29a7,115.75,115.625,115.875,-32,-32.125,-31.875,2012-11-15T00:00:00Z,2012-11-01T00:00:00Z,2012-12-01T00:00:00Z,0,-5,5,3257,19.102,21.8745,19.9717,0.4916,0,,,,,"POLYGON ((115.875 -31.875, 115.875 -32.125, 115.625 -32.125, 115.625 -31.875, 115.875 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29a6,115,114.875,115.125,-31.75,-31.875,-31.625,2012-11-15T00:00:00Z,2012-11-01T00:00:00Z,2012-12-01T00:00:00Z,0,-5,5,2,20.381,20.389,20.385,0.0057,0,,,,,"POLYGON ((115.125 -31.625, 115.125 -31.875, 114.875 -31.875, 114.875 -31.625, 115.125 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29a5,115.25,115.125,115.375,-31.75,-31.875,-31.625,2012-11-15T00:00:00Z,2012-11-01T00:00:00Z,2012-12-01T00:00:00Z,0,-5,5,2,20.136,20.303,20.2195,0.1181,0,,,,,"POLYGON ((115.375 -31.625, 115.375 -31.875, 115.125 -31.875, 115.125 -31.625, 115.375 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29a4,115.5,115.375,115.625,-31.75,-31.875,-31.625,2012-11-15T00:00:00Z,2012-11-01T00:00:00Z,2012-12-01T00:00:00Z,0,-5,5,14,19.6017,20.7707,20.2064,0.5693,0,,,,,"POLYGON ((115.625 -31.625, 115.625 -31.875, 115.375 -31.875, 115.375 -31.625, 115.625 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29a3,115.75,115.625,115.875,-31.75,-31.875,-31.625,2012-11-15T00:00:00Z,2012-11-01T00:00:00Z,2012-12-01T00:00:00Z,0,-5,5,1208,18.838,22.3498,20.0659,0.6472,0,,,,,"POLYGON ((115.875 -31.625, 115.875 -31.875, 115.625 -31.875, 115.625 -31.625, 115.875 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29a2,114.5,114.375,114.625,-33.75,-33.875,-33.625,2012-12-15T00:00:00Z,2012-12-01T00:00:00Z,2013-01-01T00:00:00Z,0,-5,5,85,19.8471,20.7807,20.2722,0.4237,0,,,,,"POLYGON ((114.625 -33.625, 114.625 -33.875, 114.375 -33.875, 114.375 -33.625, 114.625 -33.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29a1,114.75,114.625,114.875,-33.75,-33.875,-33.625,2012-12-15T00:00:00Z,2012-12-01T00:00:00Z,2013-01-01T00:00:00Z,0,-5,5,24,19.8414,20.7978,20.5532,0.4185,0,,,,,"POLYGON ((114.875 -33.625, 114.875 -33.875, 114.625 -33.875, 114.625 -33.625, 114.875 -33.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-29a0,115,114.875,115.125,-33.75,-33.875,-33.625,2012-12-15T00:00:00Z,2012-12-01T00:00:00Z,2013-01-01T00:00:00Z,0,-5,5,1,19.8,19.8,19.8,,0,,,,,"POLYGON ((115.125 -33.625, 115.125 -33.875, 114.875 -33.875, 114.875 -33.625, 115.125 -33.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-299f,114.5,114.375,114.625,-33.5,-33.625,-33.375,2012-12-15T00:00:00Z,2012-12-01T00:00:00Z,2013-01-01T00:00:00Z,0,-5,5,90,19.9829,20.8561,20.3448,0.3095,0,,,,,"POLYGON ((114.625 -33.375, 114.625 -33.625, 114.375 -33.625, 114.375 -33.375, 114.625 -33.375))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-299e,115,114.875,115.125,-33.5,-33.625,-33.375,2012-12-15T00:00:00Z,2012-12-01T00:00:00Z,2013-01-01T00:00:00Z,0,-5,5,1,19.8,19.8,19.8,,0,,,,,"POLYGON ((115.125 -33.375, 115.125 -33.625, 114.875 -33.625, 114.875 -33.375, 115.125 -33.375))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-299d,115,114.875,115.125,-33.25,-33.375,-33.125,2012-12-15T00:00:00Z,2012-12-01T00:00:00Z,2013-01-01T00:00:00Z,0,-5,5,2,19.9,20,19.95,0.0707,0,,,,,"POLYGON ((115.125 -33.125, 115.125 -33.375, 114.875 -33.375, 114.875 -33.125, 115.125 -33.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-299c,115,114.875,115.125,-33,-33.125,-32.875,2012-12-15T00:00:00Z,2012-12-01T00:00:00Z,2013-01-01T00:00:00Z,0,-5,5,3,19.6,20.1,19.8667,0.2517,0,,,,,"POLYGON ((115.125 -32.875, 115.125 -33.125, 114.875 -33.125, 114.875 -32.875, 115.125 -32.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-299b,115,114.875,115.125,-32.75,-32.875,-32.625,2012-12-15T00:00:00Z,2012-12-01T00:00:00Z,2013-01-01T00:00:00Z,0,-5,5,2,19.9,20.4,20.15,0.3536,0,,,,,"POLYGON ((115.125 -32.625, 115.125 -32.875, 114.875 -32.875, 114.875 -32.625, 115.125 -32.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-299a,115.25,115.125,115.375,-32.5,-32.625,-32.375,2012-12-15T00:00:00Z,2012-12-01T00:00:00Z,2013-01-01T00:00:00Z,0,-5,5,2,20.5,21.3,20.9,0.5657,0,,,,,"POLYGON ((115.375 -32.375, 115.375 -32.625, 115.125 -32.625, 115.125 -32.375, 115.375 -32.375))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2999,115.25,115.125,115.375,-32.25,-32.375,-32.125,2012-12-15T00:00:00Z,2012-12-01T00:00:00Z,2013-01-01T00:00:00Z,0,-5,5,1,20.6,20.6,20.6,,0,,,,,"POLYGON ((115.375 -32.125, 115.375 -32.375, 115.125 -32.375, 115.125 -32.125, 115.375 -32.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2998,115.75,115.625,115.875,-32.25,-32.375,-32.125,2012-12-15T00:00:00Z,2012-12-01T00:00:00Z,2013-01-01T00:00:00Z,0,-5,5,1,22.8,22.8,22.8,,0,,,,,"POLYGON ((115.875 -32.125, 115.875 -32.375, 115.625 -32.375, 115.625 -32.125, 115.875 -32.125))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2997,115,114.875,115.125,-32,-32.125,-31.875,2012-12-15T00:00:00Z,2012-12-01T00:00:00Z,2013-01-01T00:00:00Z,0,-5,5,64,20.637,21.5143,21.1461,0.3791,64,35.3623,35.4405,35.3926,0.0362,"POLYGON ((115.125 -31.875, 115.125 -32.125, 114.875 -32.125, 114.875 -31.875, 115.125 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2996,115.25,115.125,115.375,-32,-32.125,-31.875,2012-12-15T00:00:00Z,2012-12-01T00:00:00Z,2013-01-01T00:00:00Z,0,-5,5,787,20.5584,21.4101,20.9922,0.26,763,35.3362,35.4956,35.4244,0.0344,"POLYGON ((115.375 -31.875, 115.375 -32.125, 115.125 -32.125, 115.125 -31.875, 115.375 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2995,115.5,115.375,115.625,-32,-32.125,-31.875,2012-12-15T00:00:00Z,2012-12-01T00:00:00Z,2013-01-01T00:00:00Z,0,-5,5,1297,19.405,25.0857,21.5653,1.134,105,35.4469,35.5883,35.4579,0.0259,"POLYGON ((115.625 -31.875, 115.625 -32.125, 115.375 -32.125, 115.375 -31.875, 115.625 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2994,115.75,115.625,115.875,-32,-32.125,-31.875,2012-12-15T00:00:00Z,2012-12-01T00:00:00Z,2013-01-01T00:00:00Z,0,-5,5,1327,19.4697,25.3513,21.9439,1.4304,0,,,,,"POLYGON ((115.875 -31.875, 115.875 -32.125, 115.625 -32.125, 115.625 -31.875, 115.875 -31.875))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2993,115.75,115.625,115.875,-31.75,-31.875,-31.625,2012-12-15T00:00:00Z,2012-12-01T00:00:00Z,2013-01-01T00:00:00Z,0,-5,5,547,19.706,25.4557,21.9158,1.5587,0,,,,,"POLYGON ((115.875 -31.625, 115.875 -31.875, 115.625 -31.875, 115.625 -31.625, 115.875 -31.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2992,114.5,114.375,114.625,-33.75,-33.875,-33.625,2013-01-15T00:00:00Z,2013-01-01T00:00:00Z,2013-02-01T00:00:00Z,0,-5,5,72,21.7591,22.4541,21.9813,0.2232,0,,,,,"POLYGON ((114.625 -33.625, 114.625 -33.875, 114.375 -33.875, 114.375 -33.625, 114.625 -33.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2991,114.75,114.625,114.875,-33.75,-33.875,-33.625,2013-01-15T00:00:00Z,2013-01-01T00:00:00Z,2013-02-01T00:00:00Z,0,-5,5,41,21.7514,22.4729,22.3438,0.2387,0,,,,,"POLYGON ((114.875 -33.625, 114.875 -33.875, 114.625 -33.875, 114.625 -33.625, 114.875 -33.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-2990,115,114.875,115.125,-33.75,-33.875,-33.625,2013-01-15T00:00:00Z,2013-01-01T00:00:00Z,2013-02-01T00:00:00Z,0,-5,5,2,21.7,22.3,22,0.4243,0,,,,,"POLYGON ((115.125 -33.625, 115.125 -33.875, 114.875 -33.875, 114.875 -33.625, 115.125 -33.625))"
marvl3_atlas_data.fid-198671b7_17d3b9ee573_-298f,114.5,114.375,114.625,-33.5,-33.625,-33.375,2013-01-15T00:00:00Z,2013-01-01T00:00:00Z,2013-02-01T00:00:00Z,0,-5,5,101,21.5829,22.4676,22.1257,0.3287,0,,,,,"POLYGON ((114.625 -33.375, 114.625 -33.625, 114.375 -33.625, 114.375 -33.375, 114.625 -33.375))"
